old_url,status,new_url,target_keyword,priority,notes
https://www.beriklan.co.id/jasa-pembuatan-iklan-di-google.html,REWRITE,https://beriklan.co.id/blog/jasa-pembuatan-iklan-di-google,jasa pembuatan iklan di google,MEDIUM,Marketing/dev pillar post (jasa-pembuatan-iklan-di-google)
https://www.beriklan.co.id/jasa-iklan-fb-ads-tertarget.html,REWRITE,https://beriklan.co.id/blog/jasa-iklan-fb-ads-tertarget,jasa iklan fb ads tertarget,MEDIUM,Marketing/dev pillar post (jasa-iklan-fb-ads-tertarget)
https://www.beriklan.co.id/pasang-iklan-facebook-sidoarjo.html,KEEP_LOCAL,https://beriklan.co.id/jasa-facebook/sidoarjo,jasa facebook sidoarjo,MEDIUM,Local SEO pillar for sidoarjo
https://www.beriklan.co.id/jasa-pembuatan-iklan-google-ads.html,REWRITE,https://beriklan.co.id/blog/jasa-pembuatan-iklan-google-ads,jasa pembuatan iklan google ads,MEDIUM,Marketing/dev pillar post (jasa-pembuatan-iklan-google-ads)
https://www.beriklan.co.id/jasa-facebook-ads-terbaik.html,REWRITE,https://beriklan.co.id/blog/jasa-facebook-ads-terbaik,jasa facebook ads terbaik,MEDIUM,Marketing/dev pillar post (jasa-facebook-ads-terbaik)
https://www.beriklan.co.id/biro-jasa-iklan-facebook.html,REWRITE,https://beriklan.co.id/blog/biro-jasa-iklan-facebook,biro jasa iklan facebook,MEDIUM,Marketing/dev pillar post (biro-jasa-iklan-facebook)
https://www.beriklan.co.id/jasa-iklan-facebook-terpercaya.html,REWRITE,https://beriklan.co.id/blog/jasa-iklan-facebook-terpercaya,jasa iklan facebook terpercaya,MEDIUM,Marketing/dev pillar post (jasa-iklan-facebook-terpercaya)
https://www.beriklan.co.id/jasa-pasang-iklan-instagram-ads.html,REWRITE,https://beriklan.co.id/blog/jasa-pasang-iklan-instagram-ads,jasa pasang iklan instagram ads,MEDIUM,Marketing/dev pillar post (jasa-pasang-iklan-instagram-ads)
https://www.beriklan.co.id/jasa-iklan-fb-dan-ig.html,REWRITE,https://beriklan.co.id/blog/jasa-iklan-fb-dan-ig,jasa iklan fb dan ig,MEDIUM,Marketing/dev pillar post (jasa-iklan-fb-dan-ig)
https://www.beriklan.co.id/jasa-iklan-ig-ads.html,REWRITE,https://beriklan.co.id/blog/jasa-iklan-ig-ads,jasa iklan ig ads,MEDIUM,Marketing/dev pillar post (jasa-iklan-ig-ads)
https://www.beriklan.co.id/jasa-pembuatan-video-iklan-instagram.html,REWRITE,https://beriklan.co.id/blog/jasa-pembuatan-video-iklan-instagram,jasa pembuatan video iklan instagram,MEDIUM,Marketing/dev pillar post (jasa-pembuatan-video-iklan-instagram)
https://www.beriklan.co.id/jasa-video-iklan-instagram.html,REWRITE,https://beriklan.co.id/blog/jasa-video-iklan-instagram,jasa video iklan instagram,MEDIUM,Marketing/dev pillar post (jasa-video-iklan-instagram)
https://www.beriklan.co.id/jasa-iklan-instagram-tertarget.html,REWRITE,https://beriklan.co.id/blog/jasa-iklan-instagram-tertarget,jasa iklan instagram tertarget,MEDIUM,Marketing/dev pillar post (jasa-iklan-instagram-tertarget)
https://www.beriklan.co.id/jasa-iklan-instagram.html,REWRITE,https://beriklan.co.id/blog/jasa-iklan-instagram,jasa iklan instagram,HIGH,Marketing/dev pillar post (jasa-iklan-instagram)
https://www.beriklan.co.id/jasa-pembuatan-landing-page-solo.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/solo,jasa landing-page solo,MEDIUM,Local SEO pillar for solo
https://www.beriklan.co.id/jasa-pembuatan-landing-page-malaysia.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/malaysia,jasa landing-page malaysia,MEDIUM,Local SEO pillar for malaysia
https://www.beriklan.co.id/jasa-pembuatan-landing-page-kuala-lumpur.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/kuala-lumpur,jasa landing-page kuala-lumpur,MEDIUM,Local SEO pillar for kuala-lumpur
https://www.beriklan.co.id/jasa-pembuatan-landing-page-lampung.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/lampung,jasa landing-page lampung,MEDIUM,Local SEO pillar for lampung
https://www.beriklan.co.id/jasa-pembuatan-landing-page-palembang.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/palembang,jasa landing-page palembang,MEDIUM,Local SEO pillar for palembang
https://www.beriklan.co.id/jasa-pembuatan-landing-page-sidoarjo.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/sidoarjo,jasa landing-page sidoarjo,MEDIUM,Local SEO pillar for sidoarjo
https://www.beriklan.co.id/jasa-pembuatan-landing-page-surabaya.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/surabaya,jasa landing-page surabaya,MEDIUM,Local SEO pillar for surabaya
https://www.beriklan.co.id/jasa-pembuatan-landing-page-lombok.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/lombok,jasa landing-page lombok,MEDIUM,Local SEO pillar for lombok
https://www.beriklan.co.id/jasa-pembuatan-landing-page-batam.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/batam,jasa landing-page batam,MEDIUM,Local SEO pillar for batam
https://www.beriklan.co.id/jasa-pembuatan-landing-page-pontianak.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/pontianak,jasa landing-page pontianak,MEDIUM,Local SEO pillar for pontianak
https://www.beriklan.co.id/jasa-pembuatan-landing-page-cimahi.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/cimahi,jasa landing-page cimahi,MEDIUM,Local SEO pillar for cimahi
https://www.beriklan.co.id/jasa-pembuatan-landing-page-malang.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/malang,jasa landing-page malang,MEDIUM,Local SEO pillar for malang
https://www.beriklan.co.id/jasa-pembuatan-landing-page-aceh.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/aceh,jasa landing-page aceh,MEDIUM,Local SEO pillar for aceh
https://www.beriklan.co.id/jasa-pembuatan-landing-page-padang.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/padang,jasa landing-page padang,MEDIUM,Local SEO pillar for padang
https://www.beriklan.co.id/jasa-pembuatan-landing-page-jogja.html,MERGE,https://beriklan.co.id/blog/jasa-pembuatan-landing-page-yogyakarta,jasa pembuatan landing page yogyakarta,LOW,Duplicate/variant of jasa-pembuatan-landing-page-yogyakarta
https://www.beriklan.co.id/jasa-pembuatan-landing-page-yogyakarta.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/yogyakarta,jasa landing-page yogyakarta,MEDIUM,Local SEO pillar for yogyakarta
https://www.beriklan.co.id/jasa-pembuatan-landing-page-tangerang.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/tangerang,jasa landing-page tangerang,MEDIUM,Local SEO pillar for tangerang
https://www.beriklan.co.id/jasa-pembuatan-landing-page-bogor.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/bogor,jasa landing-page bogor,MEDIUM,Local SEO pillar for bogor
https://www.beriklan.co.id/jasa-pembuatan-landing-page-bekasi.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/bekasi,jasa landing-page bekasi,MEDIUM,Local SEO pillar for bekasi
https://www.beriklan.co.id/jasa-pembuatan-landing-page-bali.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/bali,jasa landing-page bali,MEDIUM,Local SEO pillar for bali
https://www.beriklan.co.id/jasa-pembuatan-landing-page-bandung.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/bandung,jasa landing-page bandung,MEDIUM,Local SEO pillar for bandung
https://www.beriklan.co.id/jasa-pembuatan-landing-page-jakarta.html,KEEP_LOCAL,https://beriklan.co.id/jasa-landing-page/jakarta,jasa landing-page jakarta,MEDIUM,Local SEO pillar for jakarta
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-solo.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/solo,jasa website solo,MEDIUM,Local SEO pillar for solo
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-malaysia.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/malaysia,jasa website malaysia,MEDIUM,Local SEO pillar for malaysia
https://www.beriklan.co.id/jasa-website-perusahaan-kuala-lumpur.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/kuala-lumpur,jasa website kuala-lumpur,MEDIUM,Local SEO pillar for kuala-lumpur
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-lampung.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/lampung,jasa website lampung,MEDIUM,Local SEO pillar for lampung
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-palembang.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/palembang,jasa website palembang,MEDIUM,Local SEO pillar for palembang
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-sidoarjo.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/sidoarjo,jasa website sidoarjo,MEDIUM,Local SEO pillar for sidoarjo
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-surabaya.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/surabaya,jasa website surabaya,MEDIUM,Local SEO pillar for surabaya
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-lombok.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/lombok,jasa website lombok,MEDIUM,Local SEO pillar for lombok
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-batam.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/batam,jasa website batam,MEDIUM,Local SEO pillar for batam
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-pontianak.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/pontianak,jasa website pontianak,MEDIUM,Local SEO pillar for pontianak
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-cimahi.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/cimahi,jasa website cimahi,MEDIUM,Local SEO pillar for cimahi
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-malang.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/malang,jasa website malang,MEDIUM,Local SEO pillar for malang
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-aceh.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/aceh,jasa website aceh,MEDIUM,Local SEO pillar for aceh
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-medan.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/medan,jasa website medan,MEDIUM,Local SEO pillar for medan
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-padang.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/padang,jasa website padang,MEDIUM,Local SEO pillar for padang
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-depok.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/depok,jasa website depok,MEDIUM,Local SEO pillar for depok
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-denpasar.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/denpasar,jasa website denpasar,MEDIUM,Local SEO pillar for denpasar
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-jogja.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/jogja,jasa website jogja,MEDIUM,Local SEO pillar for jogja
https://www.beriklan.co.id/jasa-pembuatan-web-perusahaan-yogyakarta.html,MERGE,https://beriklan.co.id/blog/jasa-pembuatan-website-perusahaan-yogyakarta,jasa pembuatan website perusahaan yogyakarta,LOW,Duplicate/variant of jasa-pembuatan-website-perusahaan-yogyakarta
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-semarang.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/semarang,jasa website semarang,MEDIUM,Local SEO pillar for semarang
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-tangerang.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/tangerang,jasa website tangerang,MEDIUM,Local SEO pillar for tangerang
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-bogor.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/bogor,jasa website bogor,MEDIUM,Local SEO pillar for bogor
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-bekasi.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/bekasi,jasa website bekasi,MEDIUM,Local SEO pillar for bekasi
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-bali.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/bali,jasa website bali,MEDIUM,Local SEO pillar for bali
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-bandung.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/bandung,jasa website bandung,MEDIUM,Local SEO pillar for bandung
https://www.beriklan.co.id/jasa-pembuatan-website-perusahaan-jakarta.html,KEEP_LOCAL,https://beriklan.co.id/jasa-website/jakarta,jasa website jakarta,MEDIUM,Local SEO pillar for jakarta
https://www.beriklan.co.id/jasa-promosi-channel-youtube.html,REWRITE,https://beriklan.co.id/blog/jasa-promosi-channel-youtube,jasa promosi channel youtube,MEDIUM,Marketing/dev pillar post (jasa-promosi-channel-youtube)
https://www.beriklan.co.id/biaya-pasang-iklan-di-youtube.html,REWRITE,https://beriklan.co.id/blog/biaya-pasang-iklan-di-youtube,biaya pasang iklan di youtube,MEDIUM,Marketing/dev pillar post (biaya-pasang-iklan-di-youtube)
https://www.beriklan.co.id/pasang-iklan-di-youtube.html,REWRITE,https://beriklan.co.id/blog/pasang-iklan-di-youtube,pasang iklan di youtube,MEDIUM,Marketing/dev pillar post (pasang-iklan-di-youtube)
https://www.beriklan.co.id/pasang-iklan-youtube.html,REWRITE,https://beriklan.co.id/blog/pasang-iklan-youtube,pasang iklan youtube,MEDIUM,Marketing/dev pillar post (pasang-iklan-youtube)
https://www.beriklan.co.id/jasa-iklan-youtube.html,REWRITE,https://beriklan.co.id/blog/jasa-iklan-youtube,jasa iklan youtube,HIGH,Marketing/dev pillar post (jasa-iklan-youtube)
https://www.beriklan.co.id/pasang-iklan-youtube-solo.html,KEEP_LOCAL,https://beriklan.co.id/jasa-youtube/solo,jasa youtube solo,MEDIUM,Local SEO pillar for solo
https://www.beriklan.co.id/pasang-iklan-youtube-malaysia.html,KEEP_LOCAL,https://beriklan.co.id/jasa-youtube/malaysia,jasa youtube malaysia,MEDIUM,Local SEO pillar for malaysia
